strain	strain_name	date	country	host	subtype
MZ363461	RvA25/USA/2021/UA52AF	2021-XX-XX	USA	Homo sapiens	25
MZ363465	RvA61/USA/2021/XSS275	2021-XX-XX	USA	Homo sapiens	61
MZ363466	RvA20/USA/2021/Y3RR2A	2021-XX-XX	USA	Homo sapiens	20
MZ363468	RvA101/USA/2021/ZCJFB5	2021-XX-XX	USA	Homo sapiens	101
MW713746	None	2016-10-05	Kenya	Homo sapiens	15
MW713747	None	2016-08-15	Kenya	Homo sapiens	15
MW713748	None	2016-10-10	Kenya	Homo sapiens	15
MW713749	None	2016-08-15	Kenya	Homo sapiens	15
MW713750	None	2016-07-20	Kenya	Homo sapiens	15
MW713751	None	2016-08-31	Kenya	Homo sapiens	101
MW713752	None	2016-07-15	Kenya	Homo sapiens	101
MW713753	None	2016-04-13	Kenya	Homo sapiens	101
MW713754	None	2016-07-15	Kenya	Homo sapiens	101
MW713755	None	2016-07-19	Kenya	Homo sapiens	101
MW713756	None	2016-09-20	Kenya	Homo sapiens	15
MW713757	None	2016-08-23	Kenya	Homo sapiens	15
MW713764	None	2016-02-29	Kenya	Homo sapiens	15
MW713765	None	2016-08-01	Kenya	Homo sapiens	15
MW713766	None	2016-08-10	Kenya	Homo sapiens	15
MW713768	None	2017-07-17	Kenya	Homo sapiens	101
MW713769	None	2016-11-04	Kenya	Homo sapiens	15
MW713770	None	2016-08-29	Kenya	Homo sapiens	15
MW713771	None	2017-07-12	Kenya	Homo sapiens	101
MW713772	None	2016-06-22	Kenya	Homo sapiens	15
MW713773	None	2017-07-20	Kenya	Homo sapiens	101
MW713774	None	2017-07-24	Kenya	Homo sapiens	101
MW713775	None	2016-08-11	Kenya	Homo sapiens	15
MW713776	None	2016-08-18	Kenya	Homo sapiens	15
MW713777	None	2016-10-11	Kenya	Homo sapiens	15
MW713778	None	2016-09-19	Kenya	Homo sapiens	15
MW713785	None	2016-08-19	Kenya	Homo sapiens	15
MW713786	None	2016-07-08	Kenya	Homo sapiens	15
MW713787	None	2016-08-30	Kenya	Homo sapiens	15
MW713788	None	2016-07-27	Kenya	Homo sapiens	15
MW713789	None	2016-02-10	Kenya	Homo sapiens	15
MW713790	None	2016-02-10	Kenya	Homo sapiens	15
MW713791	None	2016-06-22	Kenya	Homo sapiens	15
MW713792	None	2016-06-30	Kenya	Homo sapiens	15
MW713793	None	2016-06-20	Kenya	Homo sapiens	15
MZ221151	RvA101/USA/2021/375628	2021-XX-XX	USA	Homo sapiens	101
MZ221152	RvA101/USA/2021/372552	2021-XX-XX	USA	Homo sapiens	101
MZ153248	RvA49/USA/2021/R8PC55	2021-XX-XX	USA	Homo sapiens	49
MZ153260	RvA25/USA/2021/302588	2021-XX-XX	USA	Homo sapiens	25
MZ153263	RvA101/USA/2021/270274	2021-XX-XX	USA	Homo sapiens	101
MZ153264	RvA101/USA/2021/269816	2021-XX-XX	USA	Homo sapiens	101
MZ153265	RvA1B/USA/2021/255235	2021-XX-XX	USA	Homo sapiens	1
MZ153272	RvA101/USA/2021/195753	2021-XX-XX	USA	Homo sapiens	101
MZ153273	RvA25/USA/2021/255235	2021-XX-XX	USA	Homo sapiens	25
MZ153274	RvA25/USA/2021/255221	2021-XX-XX	USA	Homo sapiens	25
MZ153275	RvA25/USA/2021/255186	2021-XX-XX	USA	Homo sapiens	25
MZ153280	RvA1B/USA/2021/367548-4	2021-XX-XX	USA	Homo sapiens	1
MZ153287	RvA29/USA/2021/273658-4	2021-XX-XX	USA	Homo sapiens	29
MZ153288	RvA101/USA/2021/269845-4	2021-XX-XX	USA	Homo sapiens	101
MZ153289	RvA31/USA/2021/273760-4	2021-XX-XX	USA	Homo sapiens	31
MW969531	RvA101/USA/2021/70395	2021-XX-XX	USA	Homo sapiens	101
MW969532	RvA101/USA/2021/69869	2021-XX-XX	USA	Homo sapiens	101
MW969534	RvA67/USA/2021/69797	2021-XX-XX	USA	Homo sapiens	67
MT364381	JX-RVA12-41-2017	2017-05-04	China	Homo sapiens	12
MH426975	MCL-18-H-1097	2018-XX-XX	India	Homo sapiens	30
MH426976	MCL-18-H-1135	2018-XX-XX	India	Homo sapiens	30
MH517019	MCL-18-H-1122	2018-XX-XX	India	Homo sapiens	103
MK336157	MCL-18-H-1115	2018-XX-XX	India	Homo sapiens	30
LC530048	None	2019-02-27	Japan	Homo sapiens	49
MN163129	HRVA18/03/ZJ/CHN/2017	2017-03-29	China	Homo sapiens	18
MN163130	HRVA59/39/ZJ/CHN/2018	2017-03-29	China	Homo sapiens	59
MN749144	12I7	2015-XX-XX	USA	Homo sapiens	45
MN749147	12J7	2015-XX-XX	USA	Homo sapiens	1
MN749148	12K5	2015-XX-XX	USA	Homo sapiens	51
MN749149	12K9	2015-XX-XX	USA	Homo sapiens	2
MN749150	12L1	2015-XX-XX	USA	Homo sapiens	1
MN749151	12L4	2015-XX-XX	USA	Homo sapiens	2
MN749152	12L5	2015-XX-XX	USA	Homo sapiens	2
MN749153	12M3	2015-XX-XX	USA	Homo sapiens	1
MN749154	12M7	2015-XX-XX	USA	Homo sapiens	2
MN749155	12N2	2015-XX-XX	USA	Homo sapiens	None
MN749156	12O2	2015-XX-XX	USA	Homo sapiens	1
MN749157	12O3	2015-XX-XX	USA	Homo sapiens	1
MN749158	12O6	2015-XX-XX	USA	Homo sapiens	66
MN228695	USA/2018/CA-RGDS-1062	2018-04-06	USA	Homo sapiens	2
MN369035	SC9916	2018-XX-XX	USA	Homo sapiens	54
MN369037	SC9861	2018-XX-XX	USA	Homo sapiens	41
MN369040	SC9843	2018-XX-XX	USA	Homo sapiens	12
MN369042	SC9799	2018-XX-XX	USA	Homo sapiens	68
MN369045	SC9746	2018-XX-XX	USA	Homo sapiens	53
MN306020	SC0218	2018-XX-XX	USA	Homo sapiens	None
MN306047	SC0881	2019-XX-XX	USA	Homo sapiens	25
MN306049	SC0894	2019-XX-XX	USA	Homo sapiens	53
MN306051	SC1069	2019-XX-XX	USA	Homo sapiens	15
MN306057	SC9585	2019-XX-XX	USA	Homo sapiens	25
MK989733	20692_1_HRV-A	2015-02-06	Kenya	Homo sapiens	None
MK989734	20692_44_HRV-A	2015-05-07	Kenya	Homo sapiens	None
MK989735	20692_52_HRV-A	2015-04-18	Kenya	Homo sapiens	None
MK989736	20692_57_HRV-A	2015-05-29	Kenya	Homo sapiens	None
MK989737	20693_1_HRV-A	2009-12-15	Kenya	Homo sapiens	None
MK989738	20693_16_HRV-A	2010-01-12	Kenya	Homo sapiens	None
MK989739	20693_45_HRV-A	2010-03-03	Kenya	Homo sapiens	None
MK989740	20693_58_HRV-A	2010-05-21	Kenya	Homo sapiens	None
MK501733	S1-CNI/CO/2018	2018-XX-XX	Colombia	Homo sapiens	None
MK501734	S6-UI/CO/2018	2018-XX-XX	Colombia	Homo sapiens	1
MK501739	S16-CNI/CO/2018	2018-XX-XX	Colombia	Homo sapiens	None
MK501745	S54-UI/CO/2018	2018-XX-XX	Colombia	Homo sapiens	1
MK167031	7D5	2007-XX-XX	USA	Homo sapiens	40
MH685681	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685686	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685687	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685688	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685690	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685691	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685692	None	2013-XX-XX	Uganda	Homo sapiens	None
MH899591	None	2015-01-XX	USA	Homo sapiens	None
NC_038311	ATCC VR-1559	2018-08-24	None	None	1
MF043119	RV-A21/environment/UF-1/2014	2014-01-14	USA	None	None
MF973193	5Q1	2017-12-09	USA	Homo sapiens	1
MF973194	7A2	2017-12-09	USA	Homo sapiens	1
MF554739	5F3	2017-12-15	USA	Homo sapiens	39
MF118143	SC2930	2015-XX-XX	USA	Homo sapiens	None
MF118144	SC3196	2015-XX-XX	USA	Homo sapiens	None
KY967355	10G7	2015-XX-XX	USA	Homo sapiens	None
KY629935	16-J2	2016-XX-XX	USA	Homo sapiens	59
KY460514	None	2010-03-03	Taiwan	Homo sapiens	101
KY189313	SCH-99	2016-XX-XX	USA	Homo sapiens	61
KY189315	SCH-102	2016-XX-XX	USA	Homo sapiens	101
KY189318	SCH-107	2016-XX-XX	USA	Homo sapiens	11
KY342346	HRV-A22/Lancaster/2015	2015-01-XX	United Kingdom	Homo sapiens	22
KY369873	SC9783	2016-XX-XX	USA	Homo sapiens	34
KY369874	SC9723	2016-XX-XX	USA	Homo sapiens	105
KY369875	SC176	2016-XX-XX	USA	Homo sapiens	54
KY369884	SC1031	2016-XX-XX	USA	Homo sapiens	31
KY369885	SC1029	2016-XX-XX	USA	Homo sapiens	22
KY369886	SC628	2016-XX-XX	USA	Homo sapiens	61
KY369887	SC305	2016-XX-XX	USA	Homo sapiens	68
KY369888	SC1006	2016-XX-XX	USA	Homo sapiens	20
KY369889	SC1124	2016-XX-XX	USA	Homo sapiens	101
KY369890	SC122	2016-XX-XX	USA	Homo sapiens	47
KY369891	SC996	2016-XX-XX	USA	Homo sapiens	101
KY369892	SC1004	2016-XX-XX	USA	Homo sapiens	101
KY369893	SC1095	2016-XX-XX	USA	Homo sapiens	59
KY369894	SC9702	2016-XX-XX	USA	Homo sapiens	82
KY369895	SC1038	2016-XX-XX	USA	Homo sapiens	59
KY369896	SC1066	2016-XX-XX	USA	Homo sapiens	49
KY369897	SC1104	2016-XX-XX	USA	Homo sapiens	101
KY369898	SC9813	2016-XX-XX	USA	Homo sapiens	1
KM576764	None	2013-04-08	China	Homo sapiens	21
KM576765	None	2013-07-23	China	Homo sapiens	21
KM576766	None	2013-04-20	China	Homo sapiens	21
KM576767	None	2013-04-05	China	Homo sapiens	21
KR090587	None	2013-03-01	China	Homo sapiens	21
KR871674	None	2013-02-26	China	Homo sapiens	None
KR871675	None	2013-09-29	China	Homo sapiens	None
KR871676	None	2013-04-02	China	Homo sapiens	None
KR871677	None	2013-06-17	China	Homo sapiens	None
KX891411	None	1985-XX-XX	USA	Homo sapiens	16
KX398052	None	2010-04-16	Mexico	Homo sapiens; age: 3 years	12
KT726984	2-D5-TW	2008-XX-XX	Taiwan	Homo sapiens	39
KM362429	ATCC VR-340	2008-07-22	Australia	None	39
KC881032	HRV-1B_P1	2011-XX-XX	USA	Mus musculus	1
KC881033	HRV-1B_P6	2011-XX-XX	USA	Mus musculus	1
KC881034	HRV-1B_P10	2011-XX-XX	USA	Mus musculus	1
KC881035	HRV-1B_P27	2011-XX-XX	USA	Mus musculus	1
KC894166	HRV-1A_P1	2011-XX-XX	USA	Mus musculus	None
KC894167	HRV-1A_P6	2011-XX-XX	USA	Mus musculus	None
KC894168	HRV-1A_P8	2011-XX-XX	USA	Mus musculus	None
KC894169	HRV-1A_P25	2011-XX-XX	USA	Mus musculus	None
KF958307	None	1999-04-17	USA	Homo sapiens	None
JF285310	None	2008-09-09	Switzerland	Homo sapiens	None
JF285311	None	2008-07-04	Switzerland	Homo sapiens	None
JF285312	None	2008-09-09	Switzerland	Homo sapiens	None
JF285313	None	2008-10-04	Switzerland	Homo sapiens	None
JF285314	None	2007-11-22	Switzerland	Homo sapiens	None
JF285315	None	2008-07-04	Switzerland	Homo sapiens	None
JF285316	None	2008-10-04	Switzerland	Homo sapiens	None
JF285317	None	2006-08-15	Switzerland	Homo sapiens	None
JF285318	None	2007-10-09	Switzerland	Homo sapiens	None
JF285319	None	2007-02-06	Switzerland	Homo sapiens	None
JF285320	None	2007-04-17	Switzerland	Homo sapiens	None
JF285321	None	2001-09-10	Switzerland	Homo sapiens	None
JF285322	None	2001-04-20	Switzerland	Homo sapiens	None
JF285323	None	2001-02-08	Switzerland	Homo sapiens	None
JF285324	None	2001-01-24	Switzerland	Homo sapiens	None
JF285325	None	2004-04-08	Switzerland	Homo sapiens	None
JF285326	None	2004-01-20	Switzerland	Homo sapiens	None
JF285327	None	2004-02-05	Switzerland	Homo sapiens	None
JF285328	None	2004-01-20	Switzerland	Homo sapiens	None
JX193797	HRV-A24_p1131_sR2053_2009	2009-XX-XX	USA	Homo sapiens	None
JX074047	HRV-A24_p1131_sR2052_2009	2009-XX-XX	USA	Homo sapiens	None
JX074049	HRV-A76_p1194_sR844_2008	2008-XX-XX	USA	Homo sapiens	None
JX074050	HRV-A36_p1148_sR1494_2009	2009-XX-XX	USA	Homo sapiens	None
JX074051	HRV-A40_p1174_sR1231_2009	2009-XX-XX	USA	Homo sapiens	None
JX074055	HRV-A76_p1194_sR843_2008	2008-XX-XX	USA	Homo sapiens	None
JX074057	HRV-A16_p1192_sR2968_2009	2009-XX-XX	USA	Homo sapiens	None
JQ994494	HRV-A20_p1068_sR680_2008	2008-XX-XX	USA	Homo sapiens	None
JQ994496	HRV-A38_p1266_s3799_1999	1999-XX-XX	USA	Homo sapiens	None
JQ994499	HRV-A103_p1102_sR884_2008	2008-XX-XX	USA	Homo sapiens	None
JX025555	HRV-A71_p1047_sR141_2008	2008-XX-XX	USA	Homo sapiens	None
JX025558	HRV-A58_p1183_sR1530_2009	2009-XX-XX	USA	Homo sapiens	None
JQ837715	HRV-A66_p1039_sR175_2008	2008-XX-XX	USA	Homo sapiens	None
JQ837716	HRV-A89_p1290_s3853_2000	2000-XX-XX	USA	Homo sapiens	None
JQ837718	HRV-A55_p1275_s6474_2000	2000-XX-XX	USA	Homo sapiens	None
JQ837719	HRV-A89_p1052_s3032_2000	2000-XX-XX	USA	Homo sapiens	None
JQ837722	HRV-A82_p1126_sR1024_2009	2009-XX-XX	USA	Homo sapiens	None
JQ837724	HRV-A01_p1143_sR2058_2009	2009-XX-XX	USA	Homo sapiens	None
JQ245965	HRV-A101_p1257_s2107_1999	1999-XX-XX	USA	Homo sapiens	None
JQ245966	HRV-A65_p1038_sR152_2007	2007-XX-XX	USA	Homo sapiens	None
JQ245967	HRV-A40_p1174_sR1233_2009	2009-XX-XX	USA	Homo sapiens	None
JQ245971	HRV-A71_p1044_sR114_2008	2008-XX-XX	USA	Homo sapiens	106
JQ747746	HRV-A19_p1293_s3944_2000	2000-XX-XX	USA	Homo sapiens	None
JQ747747	HRV-A21_p1295_s3993_2000	2000-XX-XX	USA	Homo sapiens	None
JQ747749	HRV-A103_p1038_s6391_2000	2000-XX-XX	USA	Homo sapiens	None
JQ747750	HRV-A19_p1294_s6535_2000	2000-XX-XX	USA	Homo sapiens	None
JQ747751	HRV-A28_p1292_s6470_2000	2000-XX-XX	USA	Homo sapiens	None
JN990699	HRV-A57_p1105_sR2804_2008	2008-XX-XX	USA	Homo sapiens	None
JN990704	HRV-A16_p1109_sR642_2008	2008-XX-XX	USA	Homo sapiens	None
JN990705	HRV-A80_p1187_sR2954_2009	2009-XX-XX	USA	Homo sapiens	None
JN990707	HRV-A33_p1152_sR1114_2009	2009-XX-XX	USA	Homo sapiens	None
JN815237	HRV-A43_p1224_sR3080_2008	2008-09-20	USA	Homo sapiens	None
JN815238	HRV-A76_p1146_sR3288_2010	2010-04-24	USA	Homo sapiens	None
JN815241	HRV-A36_p1201_sR3023_2009	2009-04-04	USA	Homo sapiens	None
JN815242	HRV-A36_p1201_sR3025_2009	2009-04-18	USA	Homo sapiens	None
JN815246	HRV-A36_p1148_sR1495_2009	2009-04-18	USA	Homo sapiens	None
JN815247	HRV-A10_p1205_sR3204_2009	2009-04-18	USA	Homo sapiens	None
JN815250	HRV-A33_p1152_sR1111_2009	2009-05-09	USA	Homo sapiens	None
JN815252	HRV-A44_p1191_sR1286_2009	2009-09-26	USA	Homo sapiens	None
JN815253	HRV-A16_p1172_sR1216_2009	2009-04-18	USA	Homo sapiens	None
JN815254	HRV-A23_p1162_sR1549_2009_g2	2009-09-19	USA	Homo sapiens	None
JN815255	HRV-A01_p1103_sR1167_2009	2009-11-04	USA	Homo sapiens	None
JN837690	HRV-A75_p1038_sR149_2008	2008-04-19	USA	Homo sapiens	None
JN837692	HRV-A47_p1064_sR982_2009_g2	2009-04-25	USA	Homo sapiens	None
JN837693	HRV-A21_p1177_sR3307_2010	2010-04-17	USA	Homo sapiens	None
JN837694	HRV-A01_p1171_sR1211_2009	2009-09-19	USA	Homo sapiens	None
JN837696	HRV-A23_p1216_sR3071_2008	2008-09-27	USA	Homo sapiens	None
JN837697	HRV-A36_p1163_sR2897_2009_g2	2009-04-26	USA	Homo sapiens	None
JN798556	HRV-A82_p1126_sR1026_2009	2009-03-10	USA	Homo sapiens	None
JN798557	HRV-A30_p1119_sR2031_2009	2009-09-26	USA	Homo sapiens	None
JN798558	HRV-A01_p1001_sR5_2008	2008-03-05	USA	Homo sapiens	None
JN798560	HRV-A61_p014_sT396_2007	2007-XX-XX	USA	Homo sapiens	None
JN798561	HRV-A49_p1161_sR2880_2008	2008-09-13	USA	Homo sapiens	None
JN798563	HRV-A24_p1082_sR439_2007	2007-09-22	USA	Homo sapiens	None
JN798564	HRV-A16_p1052_sR2780_2009	2009-04-04	USA	Homo sapiens	None
JN798571	HRV-A20_p1220_sR1437_2009	2009-02-05	USA	Homo sapiens	None
JN798574	HRV-A16_p1172_sR1217_2009	2009-04-25	USA	Homo sapiens	None
JN798575	HRV-A10_p1122_sR3195_2009	2009-04-18	USA	Homo sapiens	None
JN798576	HRV-A80_p1183_sR1526_2009	2009-04-25	USA	Homo sapiens	None
JN798577	HRV-A28_p1175_sR3302_2010	2010-04-17	USA	Homo sapiens	None
JN798578	HRV-A68_p1161_sR2885_2009	2009-11-04	USA	Homo sapiens	None
JN798579	HRV-A40_p1189_sR1273_2009	2009-09-26	USA	Homo sapiens	None
JN798580	HRV-A28_p1175_sR3303_2010	2010-04-24	USA	Homo sapiens	None
JN798582	HRV-A10_p1160_sR1150_2009	2009-02-05	USA	Homo sapiens	None
JN798583	HRV-A36_p1164_sR1159_2009	2009-04-25	USA	Homo sapiens	None
JN798584	HRV-A36_p1126_sR1020_2009	2009-04-25	USA	Homo sapiens	None
JN798585	HRV-A82_p1128_sR3279_2010	2010-01-05	USA	Homo sapiens	None
JN798586	HRV-A80_p1138_sR1041_2009	2009-02-05	USA	Homo sapiens	None
JN798587	HRV-A53_p1164_sR1163_2009	2009-09-19	USA	Homo sapiens	None
JN798589	HRV-A49_p1100_sR2796_2008	2008-09-24	USA	Homo sapiens	None
JN798590	HRV-A60_p1057_sR258_2007	2007-09-22	USA	Homo sapiens	None
JN541266	HRV-A59_p1048_sR178_2008	2008-12-04	USA	Homo sapiens	None
JN541268	HRV-A15_p1054_sR221_2008	2008-04-19	USA	Homo sapiens	None
JN541269	HRV-A10_p1038_sR155_2007	2007-09-22	USA	Homo sapiens	None
JN541270	HRV-A20_p1080_sR698_2008	2008-09-13	USA	Homo sapiens	None
JN541272	HRV-A38_p1097_sR855_2008	2008-06-09	USA	Homo sapiens	None
JN562720	HRV-A34_p1001_sR2_2008	2008-12-04	USA	Homo sapiens	None
JN562722	HRV-A16_p1032_sR3162_2009	2009-11-04	USA	Homo sapiens	None
JN562725	HRV-A51_p1026_sR2638_2009	2009-04-25	USA	Homo sapiens	None
JN562727	HRV-A24_p1025_sR2625_2009	2009-03-04	USA	Homo sapiens	None
JN614992	HRV-A16_p1172_sR1218_2009	2009-02-05	USA	Homo sapiens	None
JN614993	HRV-A20_p1169_sR1200_2009	2009-12-09	USA	Homo sapiens	None
JN614994	HRV-A36_p1018_sR2597_2009	2009-02-05	USA	Homo sapiens	None
JN614995	HRV-A57_p1064_sR985_2009	2009-12-09	USA	Homo sapiens	None
JN621241	HRV-A49_p1014_sR2551_2008	2008-09-13	USA	Homo sapiens	None
JN621243	HRV-A36_p1124_sR1007_2009	2009-04-04	USA	Homo sapiens	None
JN621244	HRV-A23_p1005_sR1471_2009	2009-09-26	USA	Homo sapiens	None
JN621245	HRV-A67_p1130_sR2849_2008	2008-09-13	USA	Homo sapiens	None
JN621246	HRV-A66_p1038_sR151_2008	2008-03-05	USA	Homo sapiens	None
JF781511	HRV-A12_s202712_2007	2017-01-25	USA	Homo sapiens	None
JN112340	HRV-A66_p1086_sR457_2008	2008-03-05	USA	Homo sapiens	66
JF965515	WA327E/09	2009-XX-XX	Australia	Homo sapiens	103
JF781496	HRV-A18_p036_s2916_1999_g1	2017-01-25	USA	Homo sapiens	None
JF781497	HRV-A36_p036_s2916_1999_g2	2017-01-25	USA	Homo sapiens	None
JF781503	HRV-A75_p1095_sR573_2008	2008-09-13	USA	Homo sapiens	None
JF781504	HRV-A65_s202442_2007	2017-01-25	USA	Homo sapiens	None
JF781508	HRV-A18_p1035_sR96_2008	2008-04-19	USA	Homo sapiens	None
JF781510	HRV-A34_p1058_sR264_2008	2008-03-05	USA	Homo sapiens	None
JF781512	HRV-A34_p1058_sR263_2008	2008-04-26	USA	Homo sapiens	None
HQ123441	CU107	2006-07-07	Thailand	Homo sapiens	None
HQ123442	CU150	2006-09-08	Thailand	Homo sapiens	None
GU568096	None	2007-10-XX	China	Homo sapiens	None
GQ415051	None	2000-09-XX	USA	Homo sapiens	101
GQ415052	None	2008-08-XX	USA	Homo sapiens	None
EU840727	None	2016-07-24	None	Homo sapiens	56
GQ223229	None	2007-07-19	China	Homo sapiens	None
FJ445111	ATCC VR-1559	2009-04-10	None	None	1
FJ445113	ATCC VR-1118	2009-04-10	None	None	8
FJ445114	None	2009-04-10	USA	Homo sapiens nasal	9
FJ445115	None	2009-04-10	USA	Homo sapiens nasal	9
FJ445116	ATCC VR-1123	2009-04-10	None	None	13
FJ445117	None	2009-04-10	USA	Homo sapiens nasal	13
FJ445118	ATCC VR-1128	2009-04-10	None	None	18
FJ445119	ATCC VR-1129	2009-04-10	None	None	19
FJ445120	ATCC VR-1130	2009-04-10	None	None	20
FJ445121	ATCC VR-1131	2009-04-10	None	None	21
FJ445122	ATCC VR-1132	2009-04-10	None	None	22
FJ445123	ATCC VR-1135	2009-04-10	None	None	25
FJ445125	ATCC VR-1139	2009-04-10	None	None	29
FJ445126	ATCC VR-506	2009-04-10	None	None	31
FJ445127	ATCC VR-1142	2009-04-10	None	None	32
FJ445128	ATCC VR-330	2009-04-10	None	None	33
FJ445129	ATCC VR-341	2009-04-10	None	None	40
FJ445131	ATCC VR-1153	2009-04-10	None	None	43
FJ445132	ATCC VR-1155	2009-04-10	None	None	45
FJ445133	ATCC VR-1157	2009-04-10	None	None	47
FJ445134	None	2009-04-10	USA	Homo sapiens nasal	49
FJ445135	ATCC VR-517	2009-04-10	None	None	50
FJ445136	ATCC VR-1161	2009-04-10	None	None	51
FJ445138	ATCC VR-1164	2009-04-10	None	None	54
FJ445139	None	2009-04-10	USA	Homo sapiens nasal	54
FJ445140	ATCC VR-1166	2009-04-10	None	None	56
FJ445141	None	2009-04-10	USA	Homo sapiens nasal	57
FJ445142	ATCC VR-1168	2009-04-10	None	None	58
FJ445143	ATCC VR-1473	2009-04-10	None	None	60
FJ445144	ATCC VR-1171	2009-04-10	None	None	61
FJ445145	ATCC VR-1172	2009-04-10	None	None	62
FJ445146	ATCC VR-1173	2009-04-10	None	None	63
FJ445147	ATCC VR-1175	2009-04-10	None	None	65
FJ445148	ATCC VR-1176	2009-04-10	None	None	66
FJ445149	ATCC VR-1177	2009-04-10	None	None	67
FJ445150	ATCC VR-1178	2009-04-10	None	None	68
FJ445152	ATCC VR-1181	2009-04-10	None	None	71
FJ445154	ATCC VR-1187	2009-04-10	None	None	77
FJ445156	ATCC VR-1190	2009-04-10	None	None	80
FJ445157	ATCC VR-1191	2009-04-10	None	None	81
FJ445158	None	2009-04-10	USA	Homo sapiens nasal	81
FJ445159	None	2009-04-10	USA	Homo sapiens nasal	81
FJ445160	ATCC VR-1192	2009-04-10	None	None	82
FJ445163	ATCC VR-1195	2009-04-10	None	None	85
FJ445165	None	2009-04-10	USA	Homo sapiens nasal	89
FJ445166	None	2009-04-10	USA	Homo sapiens nasal	89
FJ445167	ATCC VR-1291	2009-04-10	None	None	90
FJ445170	ATCC VR-1301	2009-04-10	None	None	95
FJ445171	ATCC VR-1296	2009-04-10	None	None	96
FJ445173	ATCC VR-1298	2009-04-10	None	None	98
FJ445175	ATCC VR-1300	2009-04-10	None	None	100
FJ445176	ATCC VR-1117	2009-04-10	None	None	7
FJ445177	ATCC VR-489	2009-04-10	None	None	9
FJ445178	ATCC VR-1120	2009-04-10	None	None	10
FJ445179	ATCC VR-1140	2009-04-10	None	None	30
FJ445180	ATCC VR-1148	2009-04-10	None	None	38
FJ445181	ATCC VR-1174	2009-04-10	None	None	64
FJ445182	ATCC VR-1186	2009-04-10	None	None	76
FJ445183	ATCC VR-1188	2009-04-10	None	None	78
FJ445184	ATCC VR-1199	2009-04-10	None	None	89
FJ445185	ATCC VR-1295	2009-04-10	None	None	94
FJ445189	ATCC VR-1144	2009-04-10	None	None	34
FJ445190	ATCC VR-1134	2009-04-10	None	None	24
EF173414	None	2007-07-15	None	None	11
EF173415	None	2007-07-15	None	None	12
EF173416	None	2007-07-15	None	None	24
EF173417	None	2007-07-15	None	None	64
EF173418	None	2007-07-15	None	None	78
EF173419	None	2007-07-15	None	None	94
DQ473491	None	2022-01-24	USA	None	41
DQ473492	None	2022-01-24	USA	None	73
DQ473493	None	2022-01-24	USA	None	15
DQ473494	None	2022-01-24	USA	None	74
DQ473495	None	2022-01-24	USA	None	38
DQ473496	None	2022-01-24	USA	None	49
DQ473497	None	2022-01-24	USA	None	23
DQ473498	None	2022-01-24	USA	None	10
DQ473499	None	2022-01-24	USA	None	44
DQ473500	None	2022-01-24	USA	None	59
DQ473501	None	2022-01-24	USA	None	34
DQ473502	None	2022-01-24	USA	None	76
DQ473503	None	2022-01-24	USA	None	7
DQ473504	None	2022-01-24	USA	None	88
DQ473505	None	2022-01-24	USA	None	36
DQ473506	None	2022-01-24	USA	None	46
DQ473507	None	2022-01-24	USA	None	53
DQ473508	None	2022-01-24	USA	None	28
DQ473509	None	2022-01-24	USA	None	82
DQ473510	None	2022-01-24	USA	None	75
DQ473511	None	2022-01-24	USA	None	55
DQ473512	None	2022-01-24	USA	None	30
AY751783	None	2005-04-12	USA	None	39
L24917	None	1995-07-14	None	None	16
NC_001617	None	2018-08-13	None	None	None
D00239	None	2020-10-03	None	None	1
M16248	None	2003-02-07	None	None	89
X02316	None	2006-11-14	None	None	2
KM853026	None	2013-03-01	China	Homo sapiens	21
KM853027	None	2013-09-29	China	Homo sapiens	21
KM853028	None	2013-06-17	China	Homo sapiens	21
KM853029	None	2013-04-02	China	Homo sapiens	21
KM853030	None	2013-02-26	China	Homo sapiens	21
KR871678	None	2013-01-28	China	Homo sapiens	None
KR871679	None	2013-01-29	China	Homo sapiens	None
KR871680	None	2013-01-29	China	Homo sapiens	None
KR871681	None	2013-01-30	China	Homo sapiens	None
KR871682	None	2013-02-06	China	Homo sapiens	None
KR871683	None	2013-02-14	China	Homo sapiens	None
KR871684	None	2013-02-27	China	Homo sapiens	None
KR871685	None	2013-03-06	China	Homo sapiens	None
KR871686	None	2013-03-06	China	Homo sapiens	None
KR871687	None	2013-03-19	China	Homo sapiens	None
KR871688	None	2013-04-16	China	Homo sapiens	None
KR871689	None	2013-06-18	China	Homo sapiens	None
KR871690	None	2013-07-08	China	Homo sapiens	None
KR871691	None	2013-09-17	China	Homo sapiens	None
KR871692	None	2013-09-23	China	Homo sapiens	None
KR871693	None	2013-09-17	China	Homo sapiens	None
KR871694	None	2013-11-25	China	Homo sapiens	None
KR871695	None	2013-03-29	China	Homo sapiens	None
KR871696	None	2013-12-02	China	Homo sapiens	None
KR871697	None	2013-11-28	China	Homo sapiens	None
KR871698	None	2013-03-29	China	Homo sapiens	None
KR871699	None	2013-09-04	China	Homo sapiens	None
KR871706	None	2013-04-24	China	Homo sapiens	None
KR871707	None	2013-12-12	China	Homo sapiens	None
