strain	strain_name	date	country	host	subtype
MZ629136	RvA101/USA/2021/DR8EWF	2021-XX-XX	USA	Homo sapiens	101
MZ629140	RvA101/USA/2021/FU7RDC	2021-XX-XX	USA	Homo sapiens	101
MZ629151	RvA101/USA/2021/M38A8U	2021-XX-XX	USA	Homo sapiens	101
MZ629156	RvA101/USA/2021/PND9A5	2021-XX-XX	USA	Homo sapiens	101
MZ629163	RvA101/USA/2021/RYLXMJ	2021-XX-XX	USA	Homo sapiens	101
MZ629166	RvA101/USA/2021/TUK8Y6	2021-XX-XX	USA	Homo sapiens	101
MZ629167	RvA101/USA/2021/UCJJJ7	2021-XX-XX	USA	Homo sapiens	101
MZ629174	RvA101/USA/2021/WC3MWZ	2021-XX-XX	USA	Homo sapiens	101
MZ629176	RvA101/USA/2021/WSJ27L	2021-XX-XX	USA	Homo sapiens	101
MZ629182	RvA101/USA/2021/ZPYAJZ	2021-XX-XX	USA	Homo sapiens	101
MZ460676	RvA101/USA/2021/9GHBUU	2021-XX-XX	USA	Homo sapiens	101
MZ460689	RvA101/USA/2021/HLC5NF	2021-XX-XX	USA	Homo sapiens	101
MZ460706	RvA101/USA/2021/UHRFTR	2021-XX-XX	USA	Homo sapiens	101
MZ460708	RvA101/USA/2021/VWAKXA	2021-XX-XX	USA	Homo sapiens	101
MZ460713	RvA101/USA/2021/YKEWVB	2021-XX-XX	USA	Homo sapiens	101
MZ268649	RvA101/USA/2021/7YQUER	2021-XX-XX	USA	Homo sapiens	101
MZ268658	RvA101/USA/2021/300803	2021-XX-XX	USA	Homo sapiens	101
MZ268660	RvA101/USA/2021/A9X2Y2	2021-XX-XX	USA	Homo sapiens	101
MZ268664	RvA101/USA/2021/D4AMW6	2021-XX-XX	USA	Homo sapiens	101
MZ268668	RvA101/USA/2021/Q8XUN6	2021-XX-XX	USA	Homo sapiens	101
MZ268690	None	2021-XX-XX	USA	Homo sapiens	101
MZ268713	RvA101/USA/2021/396654	2021-XX-XX	USA	Homo sapiens	101
MZ268719	RvA101/USA/2021/412365	2021-XX-XX	USA	Homo sapiens	101
MZ268725	RvA101/USA/2021/466135	2021-XX-XX	USA	Homo sapiens	101
MZ322920	RvA101/USA/2021/466094	2021-XX-XX	USA	Homo sapiens	101
MZ322923	RvA101/USA/2021/F9ARGK	2021-XX-XX	USA	Homo sapiens	101
MZ363415	RvA101/USA/2021/7FN7F5	2021-XX-XX	USA	Homo sapiens	101
MZ363425	RvA101/USA/2021/270131	2021-XX-XX	USA	Homo sapiens	101
MZ363426	RvA101/USA/2021/301153	2021-XX-XX	USA	Homo sapiens	101
MZ363433	RvA101/USA/2021/414369	2021-XX-XX	USA	Homo sapiens	101
MZ363438	RvA101/USA/2021/B4PMQQ	2021-XX-XX	USA	Homo sapiens	101
MZ363455	RvA101/USA/2021/SMJTAT	2021-XX-XX	USA	Homo sapiens	101
MZ363468	RvA101/USA/2021/ZCJFB5	2021-XX-XX	USA	Homo sapiens	101
MW713751	None	2016-08-31	Kenya	Homo sapiens	101
MW713752	None	2016-07-15	Kenya	Homo sapiens	101
MW713753	None	2016-04-13	Kenya	Homo sapiens	101
MW713754	None	2016-07-15	Kenya	Homo sapiens	101
MW713755	None	2016-07-19	Kenya	Homo sapiens	101
MZ221151	RvA101/USA/2021/375628	2021-XX-XX	USA	Homo sapiens	101
MZ221152	RvA101/USA/2021/372552	2021-XX-XX	USA	Homo sapiens	101
MZ153263	RvA101/USA/2021/270274	2021-XX-XX	USA	Homo sapiens	101
MZ153264	RvA101/USA/2021/269816	2021-XX-XX	USA	Homo sapiens	101
MZ153272	RvA101/USA/2021/195753	2021-XX-XX	USA	Homo sapiens	101
MZ153288	RvA101/USA/2021/269845-4	2021-XX-XX	USA	Homo sapiens	101
MW969531	RvA101/USA/2021/70395	2021-XX-XX	USA	Homo sapiens	101
MW969532	RvA101/USA/2021/69869	2021-XX-XX	USA	Homo sapiens	101
MK989735	20692_52_HRV-A	2015-04-18	Kenya	Homo sapiens	None
KY460514	None	2010-03-03	Taiwan	Homo sapiens	101
KY189315	SCH-102	2016-XX-XX	USA	Homo sapiens	101
KY369889	SC1124	2016-XX-XX	USA	Homo sapiens	101
KY369891	SC996	2016-XX-XX	USA	Homo sapiens	101
KY369892	SC1004	2016-XX-XX	USA	Homo sapiens	101
KY369897	SC1104	2016-XX-XX	USA	Homo sapiens	101
JQ245965	HRV-A101_p1257_s2107_1999	1999-XX-XX	USA	Homo sapiens	None
GQ415051	None	2000-09-XX	USA	Homo sapiens	101
GQ415052	None	2008-08-XX	USA	Homo sapiens	None
