strain	strain_name	date	country	host	subtype
KF970907	None	2008-10-01	China	Homo sapiens	None
KF970911	None	2008-10-01	China	Homo sapiens	None
KF970912	None	2008-10-01	China	Homo sapiens	None
KF879896	None	2008-10-01	China	Homo sapiens	None
KF879897	None	2008-10-01	China	Homo sapiens	None
KF879898	None	2008-10-01	China	Homo sapiens	None
KF879901	None	2008-10-01	China	Homo sapiens	None
KF879908	None	2008-10-01	China	Homo sapiens	None
KF879909	None	2008-10-01	China	Homo sapiens	None
JX876763	None	2009-09-10	France	Homo sapiens	None
JX876765	None	2009-09-29	France	Homo sapiens	None
JX876769	None	2010-01-20	France	Homo sapiens	None
JX876774	None	2010-04-28	France	Homo sapiens	None
JX876775	None	2009-10-20	France	Homo sapiens	None
JX876776	None	2009-10-13	France	Homo sapiens	None
JX876778	None	2009-10-17	France	Homo sapiens	None
JX876779	None	2009-10-13	France	Homo sapiens	None
JX876780	None	2009-10-19	France	Homo sapiens	None
JX876783	None	2009-12-19	France	Homo sapiens	None
JX876788	None	2009-09-28	France	Homo sapiens	None
JX876789	None	2009-09-17	France	Homo sapiens	None
JX876790	None	2009-09-21	France	Homo sapiens	None
JX876792	None	2009-09-17	France	Homo sapiens	None
JX876793	None	2009-09-21	France	Homo sapiens	None
JX876794	None	2009-11-26	France	Homo sapiens	None
JX876795	None	2009-11-26	France	Homo sapiens	None
JX876796	None	2009-12-01	France	Homo sapiens	None
JX876798	None	2010-03-23	France	Homo sapiens	None
JQ918191	None	2006-06-06	France	Homo sapiens	None
JQ739202	SG1	2008-07-26	Australia	Homo sapiens	None
JN896370	506611	2004-12-XX	Hong Kong	Homo sapiens	None
JN896372	500484	2005-01-XX	Hong Kong	Homo sapiens	None
JF436926	None	2013-11-21	Sweden	Homo sapiens	None
AB683936	PHL/TTa160/2008	2011-11-22	Philippines	Homo sapiens	None
AB683938	PHL/TTa268/2008	2011-11-22	Philippines	Homo sapiens	None
AB683941	PHL/TTa491/2008	2011-11-22	Philippines	Homo sapiens	None
AB683942	PHL/TTa536/2008	2011-11-22	Philippines	Homo sapiens	None
AB683945	PHL/TTa92/2009	2011-11-22	Philippines	Homo sapiens	None
AB683946	PHL/TTa94/2009	2011-11-22	Philippines	Homo sapiens	None
AB683948	PHL/TTa146/2009	2011-11-22	Philippines	Homo sapiens	None
JF946738	WA1104OM	2008-XX-XX	Australia	Homo sapiens	None
JF519758	None	2007-10-18	Papua New Guinea	None	None
JF519760	None	2008-08-18	Papua New Guinea	None	None
JF519762	None	2007-07-10	Papua New Guinea	None	48
JF416305	None	2008-03-XX	United Kingdom	Homo sapiens	None
JF416306	None	2008-03-XX	United Kingdom	Homo sapiens	None
JF416307	None	2008-10-XX	United Kingdom	Homo sapiens	None
JF416308	None	2008-11-XX	United Kingdom	Homo sapiens	None
JF416309	None	2008-12-XX	United Kingdom	Homo sapiens	None
JF416310	None	2009-01-XX	United Kingdom	Homo sapiens	None
JF416311	None	2006-09-XX	United Kingdom	Homo sapiens	None
JF416312	None	2006-10-XX	United Kingdom	Homo sapiens	None
JF416313	None	2006-11-XX	United Kingdom	Homo sapiens	None
JF416314	None	2006-12-XX	United Kingdom	Homo sapiens	None
JF416315	None	2007-01-XX	United Kingdom	Homo sapiens	None
JF416316	None	2007-01-XX	United Kingdom	Homo sapiens	None
JF416317	None	2007-02-XX	United Kingdom	Homo sapiens	None
JF416318	None	2007-05-XX	United Kingdom	Homo sapiens	46
JF416319	None	2007-05-XX	United Kingdom	Homo sapiens	None
JF416320	None	2007-07-XX	United Kingdom	Homo sapiens	None
JF416321	None	2007-09-XX	United Kingdom	Homo sapiens	None
JF416322	None	2007-09-XX	United Kingdom	Homo sapiens	None
JF416323	None	2008-01-XX	United Kingdom	Homo sapiens	None
JN087518	O08-0409-U	2009-04-XX	Switzerland	Homo sapiens	None
GU568083	None	2007-04-XX	China	Homo sapiens	None
GU568084	None	2007-06-XX	China	Homo sapiens	None
GU568085	None	2007-07-XX	China	Homo sapiens	None
GU568086	None	2007-07-XX	China	Homo sapiens	None
GU568087	None	2007-08-XX	China	Homo sapiens	None
GU568089	None	2007-09-XX	China	Homo sapiens	None
GU568090	None	2007-09-XX	China	Homo sapiens	None
GU568091	None	2007-09-XX	China	Homo sapiens	None
GU568092	None	2007-09-XX	China	Homo sapiens	None
GU568093	None	2007-09-XX	China	Homo sapiens	None
GU568094	None	2007-10-XX	China	Homo sapiens	None
GU568095	None	2007-10-XX	China	Homo sapiens	None
GU568097	None	2007-10-XX	China	Homo sapiens	None
GU568098	None	2007-10-XX	China	Homo sapiens	None
GU568099	None	2007-10-XX	China	Homo sapiens	None
GU568100	None	2007-10-XX	China	Homo sapiens	None
GU568101	None	2007-10-XX	China	Homo sapiens	None
GU568102	None	2007-11-XX	China	Homo sapiens	None
GU568103	None	2007-11-XX	China	Homo sapiens	None
GU568104	None	2007-11-XX	China	Homo sapiens	None
GU568105	None	2007-11-XX	China	Homo sapiens	None
GU568106	None	2007-11-XX	China	Homo sapiens	None
GU568107	None	2007-11-XX	China	Homo sapiens	None
GU568108	None	2007-11-XX	China	Homo sapiens	None
GU568109	None	2007-11-XX	China	Homo sapiens	None
GU568110	None	2007-11-XX	China	Homo sapiens	None
GU568111	None	2007-12-XX	China	Homo sapiens	None
GU568112	None	2007-12-XX	China	Homo sapiens	None
GU568113	None	2008-01-XX	China	Homo sapiens	None
GU568115	None	2008-01-XX	China	Homo sapiens	None
GU568116	None	2008-01-XX	China	Homo sapiens	None
GU568117	None	2008-01-XX	China	Homo sapiens	None
GU568118	None	2008-01-XX	China	Homo sapiens	None
GU568119	None	2008-01-XX	China	Homo sapiens	None
GU568120	None	2008-02-XX	China	Homo sapiens	None
GU568121	None	2008-02-XX	China	Homo sapiens	None
GU568122	None	2008-03-XX	China	Homo sapiens	None
HM236897	None	2007-09-XX	United Kingdom	Homo sapiens	32
HM236898	None	2008-03-XX	United Kingdom	Homo sapiens	None
HM236899	None	2006-11-XX	United Kingdom	Homo sapiens	None
HM236900	None	2006-12-XX	United Kingdom	Homo sapiens	None
HM236901	None	2006-11-XX	United Kingdom	Homo sapiens	None
HM236902	None	2007-07-XX	United Kingdom	Homo sapiens	None
HM236903	None	2007-05-XX	United Kingdom	Homo sapiens	21
HM236904	None	2006-09-XX	United Kingdom	Homo sapiens	26
HM236905	None	2006-10-XX	United Kingdom	Homo sapiens	None
HM236906	None	2006-10-XX	United Kingdom	Homo sapiens	27
HM236907	None	2006-10-XX	United Kingdom	Homo sapiens	None
HM236908	None	2006-11-XX	United Kingdom	Homo sapiens	13
HM236909	None	2006-11-XX	United Kingdom	Homo sapiens	None
HM236910	None	2006-11-XX	United Kingdom	Homo sapiens	None
HM236911	None	2006-11-XX	United Kingdom	Homo sapiens	None
HM236912	None	2006-12-XX	United Kingdom	Homo sapiens	None
HM236913	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236914	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236915	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236916	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236917	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236918	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236919	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236920	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236921	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236922	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236923	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236924	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236925	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236926	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236927	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236928	None	2007-03-XX	United Kingdom	Homo sapiens	None
HM236929	None	2007-04-XX	United Kingdom	Homo sapiens	None
HM236930	None	2007-04-XX	United Kingdom	Homo sapiens	None
HM236931	None	2007-04-XX	United Kingdom	Homo sapiens	None
HM236932	None	2007-04-XX	United Kingdom	Homo sapiens	None
HM236933	None	2007-04-XX	United Kingdom	Homo sapiens	None
HM236934	None	2007-05-XX	United Kingdom	Homo sapiens	None
HM236935	None	2007-05-XX	United Kingdom	Homo sapiens	None
HM236936	None	2007-05-XX	United Kingdom	Homo sapiens	None
HM236937	None	2007-06-XX	United Kingdom	Homo sapiens	None
HM236938	None	2007-07-XX	United Kingdom	Homo sapiens	None
HM236939	None	2007-12-XX	United Kingdom	Homo sapiens	None
HM236940	None	2007-07-XX	United Kingdom	Homo sapiens	None
HM236941	None	2007-07-XX	United Kingdom	Homo sapiens	None
HM236942	None	2007-07-XX	United Kingdom	Homo sapiens	None
HM236943	None	2007-07-XX	United Kingdom	Homo sapiens	None
HM236944	None	2007-09-XX	United Kingdom	Homo sapiens	None
HM236945	None	2007-09-XX	United Kingdom	Homo sapiens	None
HM236946	None	2007-09-XX	United Kingdom	Homo sapiens	None
HM236947	None	2007-09-XX	United Kingdom	Homo sapiens	None
HM236948	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236949	None	2007-06-XX	United Kingdom	Homo sapiens	None
HM236950	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236951	None	2006-10-XX	United Kingdom	Homo sapiens	None
HM236952	None	2006-10-XX	United Kingdom	Homo sapiens	None
HM236953	None	2006-12-XX	United Kingdom	Homo sapiens	None
HM236954	None	2006-12-XX	United Kingdom	Homo sapiens	None
HM236955	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236956	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM236957	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236958	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236959	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236960	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236961	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM236962	None	2007-03-XX	United Kingdom	Homo sapiens	None
HM236963	None	2007-04-XX	United Kingdom	Homo sapiens	None
HM236964	None	2007-05-XX	United Kingdom	Homo sapiens	None
HM236965	None	2007-08-XX	United Kingdom	Homo sapiens	None
HM236966	None	2007-05-XX	United Kingdom	Homo sapiens	None
HM236967	None	2007-07-XX	United Kingdom	Homo sapiens	None
HM236968	None	2007-02-XX	United Kingdom	Homo sapiens	None
HM581802	None	2007-01-XX	United Kingdom	Homo sapiens	None
HM581811	None	2006-10-XX	United Kingdom	Homo sapiens	None
HM581835	None	2007-04-XX	United Kingdom	Homo sapiens	None
HM581839	None	2007-05-XX	United Kingdom	Homo sapiens	None
HM581842	None	2007-07-XX	United Kingdom	Homo sapiens	None
HM581857	None	2006-10-XX	United Kingdom	Homo sapiens	None
HM581867	None	2007-03-XX	United Kingdom	Homo sapiens	None
HM581868	None	2007-04-XX	United Kingdom	Homo sapiens	None
HM581870	None	2007-05-XX	United Kingdom	Homo sapiens	None
HM581871	None	2007-07-XX	United Kingdom	Homo sapiens	None
HM581872	None	2007-08-XX	United Kingdom	Homo sapiens	None
HM581877	None	2006-12-XX	United Kingdom	Homo sapiens	None
GU474512	HRVC-QKA	2003-08-XX	Australia	Homo sapiens	None
GU370892	QCE	2003-XX-XX	Australia	Homo sapiens	None
GU370893	QCE	2003-XX-XX	Australia	Homo sapiens	None
GU370894	QCE	2003-XX-XX	Australia	Homo sapiens	None
GU370895	QCE	2003-XX-XX	Australia	Homo sapiens	None
GU370896	QCE	2003-XX-XX	Australia	Homo sapiens	None
GU370897	QCE	2003-XX-XX	Australia	Homo sapiens	None
GU370898	QCE	2003-XX-XX	Australia	Homo sapiens	None
EU840728	CL-Fnp5	2003-11-XX	Switzerland	Homo sapiens	19
EU840729	CL-QJ274218	2002-03-XX	Switzerland	Homo sapiens	None
EU840731	CL-QJ274218	2002-03-XX	Switzerland	Homo sapiens	None
EU840732	CL-QJ274218	2002-03-XX	Switzerland	Homo sapiens	None
FJ770372	HRV-QIM	2003-03-11	Australia	Homo sapiens	None
EU935600	HRV-QCE	2003-07-03	Australia	None	None
EU935601	HRV-C026	2002-07-02	Australia	None	None
EF512649	001	2016-07-23	Australia	None	None
EF512650	011	2016-07-23	Australia	None	None
EF512651	012	2016-07-23	Australia	None	None
EF512652	008	2016-07-23	Australia	None	None
EF512653	004	2016-07-23	Australia	None	None
EF512654	006	2016-07-23	Australia	None	None
EF512655	003	2016-07-23	Australia	None	None
EF512656	013	2016-07-23	Australia	None	None
EF512657	007	2016-07-23	Australia	None	None
EF512658	016	2016-07-23	Australia	None	None
EF512659	010	2016-07-23	Australia	None	None
EF512660	014	2016-07-23	Australia	None	None
EF512661	017	2016-07-23	Australia	None	None
EF512662	015	2016-07-23	Australia	None	None
EF512663	002	2016-07-23	Australia	None	None
EF512664	009	2016-07-23	Australia	None	None
EF512665	005	2016-07-23	Australia	None	None
EF512666	001	2016-07-23	Australia	None	None
EF512667	002	2016-07-23	Australia	None	None
EF512668	005	2016-07-23	Australia	None	None
EF512669	007	2016-07-23	Australia	None	None
EF512670	004	2016-07-23	Australia	None	None
EF512671	011	2016-07-23	Australia	None	None
EF512672	010	2016-07-23	Australia	None	None
EF512673	006	2016-07-23	Australia	None	None
EF512674	015	2016-07-23	Australia	None	None
EF512675	012	2016-07-23	Australia	None	None
EF512676	017	2016-07-23	Australia	None	None
EF512677	016	2016-07-23	Australia	None	None
EF512678	003	2016-07-23	Australia	None	None
EF512679	013	2016-07-23	Australia	None	None
EF512680	008	2016-07-23	Australia	None	None
EF512681	014	2016-07-23	Australia	None	None
EF512682	009	2016-07-23	Australia	None	None
