strain	strain_name	date	country	host	subtype
MZ153285	RvC11/USA/2021/278005-4	2021-XX-XX	USA	Homo sapiens	11
MZ153286	RvC13/USA/2021/274108-4	2021-XX-XX	USA	Homo sapiens	13
MW969515	RvC20/USA/2021/69636	2021-XX-XX	USA	Homo sapiens	20
MW969516	RvC20/USA/2021/69764	2021-XX-XX	USA	Homo sapiens	20
MW969517	RvC20/USA/2021/69819	2021-XX-XX	USA	Homo sapiens	20
MW969518	RvC11/USA/2021/69843	2021-XX-XX	USA	Homo sapiens	11
MW969519	RvC20/USA/2021/70120	2021-XX-XX	USA	Homo sapiens	20
MW969520	RvC11/USA/2021/71514	2021-XX-XX	USA	Homo sapiens	11
MW969521	RvC11/USA/2021/69768	2021-XX-XX	USA	Homo sapiens	11
MW969522	RvC20/USA/2021/69385	2021-XX-XX	USA	Homo sapiens	20
MW969523	RvC3/USA/2021/69829	2021-XX-XX	USA	Homo sapiens	3
MW969524	RvC3/USA/2021/70093	2021-XX-XX	USA	Homo sapiens	3
MW969525	RvC3/USA/2021/70156	2021-XX-XX	USA	Homo sapiens	3
MW969526	RvC17/USA/2021/70961	2021-XX-XX	USA	Homo sapiens	17
MW969527	RvC1/USA/2021/69719	2021-XX-XX	USA	Homo sapiens	1
MW969528	RvC56/USA/2021/69486	2021-XX-XX	USA	Homo sapiens	56
MW969529	RvC56/USA/2021/60602	2021-XX-XX	USA	Homo sapiens	56
MW969530	RvC55/USA/2021/70881	2021-XX-XX	USA	Homo sapiens	55
MW969535	RvC40/USA/2021/70389	2021-XX-XX	USA	Homo sapiens	40
MW969536	RvC13/USA/2021/71206	2021-XX-XX	USA	Homo sapiens	13
MW802583	RvC56/USA/2021/69444	2021-XX-XX	USA	Homo sapiens	56
MN163127	HRVC11/08/ZJ/CHN/2017	2017-03-29	China	Homo sapiens	11
MN163128	HRVC56/02/ZJ/CHN/2017	2017-03-29	China	Homo sapiens	56
MN129125	USA/2015/CA-RGDS-1045	2015-04-07	USA	Homo sapiens	30
MN228693	USA/2019/CA-RGDS-1060	2019-02-03	USA	Homo sapiens	3
MN369030	SC9810	2018-XX-XX	USA	Homo sapiens	None
MN369031	SC9996	2018-XX-XX	USA	Homo sapiens	None
MN369033	SC9941	2018-XX-XX	USA	Homo sapiens	None
MN369038	SC9849	2018-XX-XX	USA	Homo sapiens	19
MN306023	SC0323	2019-XX-XX	USA	Homo sapiens	None
MN306026	SC0364	2019-XX-XX	USA	Homo sapiens	None
MN306035	SC0645	2019-XX-XX	USA	Homo sapiens	None
MK989748	20692_6_HRV-C	2015-09-23	Kenya	Homo sapiens	None
MK989749	20692_18_HRV-C	2015-10-15	Kenya	Homo sapiens	None
MK989750	20692_31_HRV-C	2015-02-01	Kenya	Homo sapiens	None
MK989751	20692_39_HRV-C	2015-11-09	Kenya	Homo sapiens	None
MK989752	20692_81_HRV-C	2015-04-17	Kenya	Homo sapiens	None
MK989753	20692_83a_HRV-C	2015-08-04	Kenya	Homo sapiens	None
MK989755	20692_90_HRV-C	2015-04-08	Kenya	Homo sapiens	None
MK989756	20692_93_HRV-C	2015-09-26	Kenya	Homo sapiens	None
MK989757	20692_95_HRV-C	2015-07-25	Kenya	Homo sapiens	None
MK989758	20693_83_HRV-C	2010-03-05	Kenya	Homo sapiens	None
MK989759	20693_86_HRV-C	2010-04-07	Kenya	Homo sapiens	None
MK989760	20692_51_HRV-C	2015-01-29	Kenya	Homo sapiens	None
MH330336	NIV1722289	2013-02-01	India	Homo sapiens	None
MK520815	USA/CA/RGDS-2016-1008	2016-10-XX	USA	Homo sapiens	32
LC428175	C9-NIID JPN-2015	2015-09-24	Japan	Homo sapiens	None
LC428176	C53-NIID JPN-2015	2015-01-13	Japan	Homo sapiens	None
LC428177	C18-NIID JPN-2014	2014-03-05	Japan	Homo sapiens	None
MK279354	USA/CA/2016-RGDS-1006	2016-10-27	USA	Homo sapiens	41
MH685694	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685695	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685696	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685697	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685698	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685704	None	2013-XX-XX	Uganda	Homo sapiens	None
MH685707	None	2013-XX-XX	Uganda	Homo sapiens	None
NC_038878	None	2001-11-15	None	None	None
MH752985	USA/CA/2016-23027	2016-01-26	USA	Homo sapiens	42
MG881840	HRV/C/BuenosAires/Arg/001/2017	2015-03-06	Argentina	Homo sapiens	15
MG950178	USA/2016/CA-RGDS-1002	2016-XX-XX	USA	Homo sapiens	56
MG950179	USA/2017/CA-RGDS-1003	2017-XX-XX	USA	Homo sapiens	56
KY624849	None	2013-03-11	Uganda	Pan troglodytes schweinfurthii	None
MG148341	None	2015-03-30	USA	None	None
MF806525	None	2017-01-31	USA	Homo sapiens	47
MF775365	USA/WI/2014-20992	2014-08-25	USA	Homo sapiens	None
MF775366	USA/CO/2014-20993	2014-08-13	USA	Homo sapiens	53
MF775367	USA/2015-20994	2015-10-09	USA	Homo sapiens	53
KY348864	None	2009-XX-XX	Switzerland	Homo sapiens	None
KY983589	SC3107	2015-XX-XX	USA	Homo sapiens	20
KY460513	None	2009-12-29	Taiwan	Homo sapiens	3
KY189316	SCH-104	2016-XX-XX	USA	Homo sapiens	None
KY189319	SCH-108	2016-XX-XX	USA	Homo sapiens	None
KY189320	SCH-109	2016-XX-XX	USA	Homo sapiens	None
KY189321	SCH-110	2016-XX-XX	USA	Homo sapiens	None
KY348786	SCH-120	2016-XX-XX	USA	Homo sapiens	None
KY369877	SC1065	2016-XX-XX	USA	Homo sapiens	27
KY369878	SC174	2016-XX-XX	USA	Homo sapiens	43
KY369879	SC983	2016-XX-XX	USA	Homo sapiens	None
KY369880	SC261	2016-XX-XX	USA	Homo sapiens	None
KY369881	SC9735	2016-XX-XX	USA	Homo sapiens	2
KY369882	SC9795	2016-XX-XX	USA	Homo sapiens	None
KX348031	None	2010-03-02	Kenya	Homo sapiens	None
KP890662	None	2010-10-23	Malaysia	Homo sapiens; sex: female	None
KP890663	None	2010-10-20	Malaysia	Homo sapiens; sex: male	None
KP890664	None	2011-05-09	Malaysia	Homo sapiens; sex: female	None
KU695562	UT-I	2013-XX-XX	USA	Homo sapiens	None
KJ675505	None	2010-11-19	Malaysia	Homo sapiens; sex: male	None
KJ675506	None	2010-11-10	Malaysia	Homo sapiens; sex: male	None
KJ675507	None	2010-11-07	Malaysia	Homo sapiens; sex: female	None
KP242035	None	2012-07-XX	Thailand	Homo sapiens	None
KP282614	None	2009-05-11	Spain	Homo sapiens	54
KF734978	None	2010-10-20	Malaysia	Homo sapiens; sex: male	None
KM486097	Mex14 Consensus	2014-XX-XX	Mexico	Homo sapiens	None
NM_001301161	None	2022-09-25	None	None	None
KF958310	None	1999-12-10	USA	Homo sapiens	None
KF958311	None	2000-02-10	USA	Homo sapiens	None
KF688606	human/Australia/SG1/2008	2008-07-26	Australia	Homo sapiens	50
JX291115	None	2010-11-06	USA	None	None
JN205461	WA823M02	2002-XX-XX	Australia	Homo sapiens	None
JX193796	HRV-C26_p1052_s3034_2000	2000-XX-XX	USA	Homo sapiens	None
JX074056	HRV-C43_p1154_sR1124_2009	2009-XX-XX	USA	Homo sapiens	None
JQ994495	HRV-C07_p1028_sR3258_2010	2010-XX-XX	USA	Homo sapiens	None
JQ994498	HRV-C32_p1086_sR458_2007	2007-XX-XX	USA	Homo sapiens	None
JQ994500	HRV-C42_p1053_s3040_1999	1999-XX-XX	USA	Homo sapiens	None
JX025556	HRV-C07_p1008_sR2525_2009	2009-XX-XX	USA	Homo sapiens	None
JX025557	HRV-C02_p1104_s2978_2000	2000-XX-XX	USA	Homo sapiens	None
JQ837720	HRV-C17_p1192_sR2967_2009	2009-XX-XX	USA	Homo sapiens	None
JQ245963	HRV-C40_p1009_s3787_1999	1999-XX-XX	USA	Homo sapiens	None
JQ245964	HRV-C08_p1211_sR3055_2009	2009-XX-XX	USA	Homo sapiens	None
JQ245968	HRV-C02_p1264_s3775_1999	1999-XX-XX	USA	Homo sapiens	None
JQ245973	HRV-C08_p1192_sR2962_2008	2008-XX-XX	USA	Homo sapiens	None
JF436925	None	2013-11-21	Sweden	Homo sapiens	35
JN990700	HRV-C03_p1139_sR1051_2009	2009-XX-XX	USA	Homo sapiens	None
JN990702	HRV-C06_p1031_sR2724_2009	2009-XX-XX	USA	Homo sapiens	None
JN990703	HRV-C02_p1278_s6331_1999	1999-XX-XX	USA	Homo sapiens	None
JN815240	HRV-C17_p1210_sR2132_2009	2009-03-10	USA	Homo sapiens	None
JN815244	HRV-C17_p1196_sR3009_2008	2008-09-13	USA	Homo sapiens	None
JN815245	HRV-C06_p1264_s3778_1999	1999-12-11	USA	Homo sapiens	None
JN815248	HRV-C02_p1262_s3454_2000	2000-09-16	USA	Homo sapiens	None
JN815249	HRV-C43_p1281_s6410_1999	1999-11-19	USA	Homo sapiens	None
JN815251	HRV-C40_p1221_sR1448_2009	2009-04-09	USA	Homo sapiens	None
JN837685	HRV-C25_p1013_s2893_1999	1999-10-29	USA	Homo sapiens	None
JN837686	HRV-C45_p1084_s3920_2000	2000-XX-XX	USA	Homo sapiens	None
JN837687	HRV-C43_p1075_s3911_2000	2000-10-02	USA	Homo sapiens	None
JN837688	HRV-C15_p1259_s2935_1999	1999-12-11	USA	Homo sapiens	None
JN837689	HRV-C07_p1064_sR982_2009_g1	2009-04-25	USA	Homo sapiens	None
JN837691	HRV-C05_p1195_sR2110_2009	2009-05-09	USA	Homo sapiens	None
JN837695	HRV-C02_p1163_sR2897_2009_g1	2009-04-26	USA	Homo sapiens	None
JN798559	HRV-C07_p1008_sR2528_2009	2009-04-25	USA	Homo sapiens	None
JN798565	HRV-C41_p1078_s2536_2000	2000-10-02	USA	Homo sapiens	None
JN798566	HRV-C49_p1277_s6237_2000	2000-06-16	USA	Homo sapiens	None
JN798567	HRV-C03_p1280_s6359_1999	1999-07-06	USA	Homo sapiens	None
JN798568	HRV-C49_p1082_s6463_2000	2000-03-14	USA	Homo sapiens	None
JN798569	HRV-C28_p1269_s3885_2000	2000-03-08	USA	Homo sapiens	None
JN798570	HRV-C07_p1028_sR3259_2010	2010-03-05	USA	Homo sapiens	None
JN798581	HRV-C32_p1167_sR2910_2008	2008-09-14	USA	Homo sapiens	None
JN541267	HRV-C36_p1093_sR548_2008	2008-12-04	USA	Homo sapiens	None
JN621242	HRV-C22_p1268_s3839_1999	1999-10-26	USA	Homo sapiens	None
JF317013	None	2007-02-XX	China	Homo sapiens	None
JF317014	None	2008-12-XX	China	Homo sapiens	None
JF317015	None	2007-12-XX	China	Homo sapiens	51
JF317016	None	2008-10-XX	China	Homo sapiens	None
JF317017	None	2008-12-XX	China	Homo sapiens	None
JF781505	HRV-C40_p033_s2870_1999	2017-01-25	USA	Homo sapiens	None
JF781509	HRV-C04_p1094_sR557_2008	2008-05-04	USA	Homo sapiens	None
JF907574	HRV-C49_p1102_sR889_2008	2008-09-27	USA	Homo sapiens	None
HQ123440	CU072	2006-07-03	Thailand	Homo sapiens	None
HQ123443	CU184	2006-09-04	Thailand	Homo sapiens	None
GU219984	HRV-C15	2007-04-04	USA	Homo sapiens	15
GU568096	None	2007-10-XX	China	Homo sapiens	None
GQ323774	HRV-QCE	2003-XX-XX	Australia	Homo sapiens	None
EU840952	CL-170085	2008-04-XX	Switzerland	Homo sapiens	11
GQ223227	None	2006-12-07	China	Homo sapiens	8
GQ223228	None	2007-06-14	China	Homo sapiens	9
NC_009996	024	2018-08-13	Hong Kong	None	None
EF582385	024	2022-02-01	Hong Kong	None	4
EF582386	025	2022-02-01	Hong Kong	None	5
EF582387	026	2022-02-01	Hong Kong	None	6
EF077279	None	2001-11-15	None	None	1
EF077280	None	2003-05-12	None	None	2
EF186077	HRV-QPM	2013-01-23	Australia	None	3
DQ875932	NY-074	2022-02-01	USA	None	7
NM_152750	None	2022-09-25	None	None	None
KR871710	None	2013-05-14	China	Homo sapiens	None
KR871711	None	2013-12-10	China	Homo sapiens	None
KR871712	None	2013-12-11	China	Homo sapiens	None
KR871713	None	2013-12-28	China	Homo sapiens	None
KR871714	None	2013-05-30	China	Homo sapiens	None
KR871715	None	2013-02-28	China	Homo sapiens	None
KX384582	None	2013-05-30	China	Homo sapiens	None
KX588079	None	2015-02-20	India	Homo sapiens	None
KX588082	None	2015-11-05	India	Homo sapiens	None
KP062971	None	2012-02-05	Nepal	Homo sapiens	None
KP062972	None	2012-09-04	Philippines	Homo sapiens	None
KP062973	None	2012-05-21	Thailand	Homo sapiens	None
KR922047	None	2010-12-07	Thailand	Homo sapiens	None
KR922048	None	2011-01-17	Thailand	Homo sapiens	None
KR060011	None	2008-05-08	Kenya	Homo sapiens	None
KR997880	None	2008-11-27	Tanzania	Homo sapiens	None
KR997881	None	2008-06-12	Tanzania	Homo sapiens	None
KR997882	None	2008-05-08	Tanzania	Homo sapiens	None
KR997883	None	2008-10-07	Tanzania	Homo sapiens	None
KR997884	None	2008-07-31	Tanzania	Homo sapiens	None
KR997885	None	2008-07-03	Tanzania	Homo sapiens	None
KM110016	HRVC/PUNE/NIV1062988/10	2010-08-07	India	Homo sapiens; male; 2 years	None
KM110017	HRVC/PUNE/NIV0934314/09	2009-11-17	India	Homo sapiens; female; 3.06 years	None
KM110018	HRVC/PUNE/NIV0933494/09	2009-11-05	India	Homo sapiens; male; 4 years	None
KM110019	HRVC/PUNE/NIV0931267/09	2009-10-11	India	Homo sapiens; male; 2 years	None
KM110020	HRVC/PUNE/NIV109471/10	2010-02-14	India	Homo sapiens; male; 0.01 years	None
KM110021	HRVC/PUNE/NIV0936589/09	2009-12-18	India	Homo sapiens; female; 1 years	None
KM110022	HRVC/PUNE/NIV1010192/10	2010-02-23	India	Homo sapiens; male; 0.07 years	None
KM110023	HRVC/PUNE/NIV111353/11	2011-01-22	India	Homo sapiens; male; 3 years	None
KM110024	HRVC/PUNE/NIV0925634/09	2009-08-31	India	Homo sapiens; female; 0.01 years	None
KM110025	HRVC/PUNE/NIV0935090/09	2009-12-01	India	Homo sapiens; male; 2 years	None
KM110026	HRVC/PUNE/NIV109488/10	2010-02-14	India	Homo sapiens; male; 0.02 years	None
KM110027	HRVC/PUNE/NIV108423/10	2010-01-30	India	Homo sapiens; female; 2 years	None
KM110028	HRVC/PUNE/NIV0935487/09	2009-12-05	India	Homo sapiens; female; 2.06 years	None
KM110029	HRVC/PUNE/NIV1011839/10	2010-03-23	India	Homo sapiens; female; 5 years	None
KM110030	HRVC/PUNE/NIV107892/10	2010-01-22	India	Homo sapiens; female; 0.03 years	None
KM110031	HRVC/PUNE/NIV1028670/10	2010-09-15	India	Homo sapiens; male; 2.06 years	None
KM110032	HRVC/PUNE/NIV0927398/09	2009-09-18	India	Homo sapiens; male; 1.06 years	None
KM110033	HRVC/PUNE/NIV0933035/09	2009-10-30	India	Homo sapiens; male; 0.02 years	None
LC004772	HRV-C/JPN/Kumamoto1/2009	2009-XX-XX	Japan	None	None
LC004773	HRV-C/JPN/Kumamoto2/2009	2009-XX-XX	Japan	None	None
LC004774	HRV-C/JPN/Kumamoto3/2009	2009-XX-XX	Japan	None	None
LC004775	HRV-C/JPN/Kumamoto4/2009	2009-XX-XX	Japan	None	None
LC004776	HRV-C/JPN/Kumamoto5/2009	2009-XX-XX	Japan	None	None
LC004777	HRV-C/JPN/Kumamoto6/2009	2009-XX-XX	Japan	None	None
LC004778	HRV-C/JPN/Kumamoto7/2009	2009-XX-XX	Japan	None	None
LC004779	HRV-C/JPN/Kumamoto10/2010	2010-XX-XX	Japan	None	None
LC004780	HRV-C/JPN/Kumamoto11/2010	2010-XX-XX	Japan	None	None
LC004781	HRV-C/JPN/Kumamoto12/2010	2010-XX-XX	Japan	None	None
LC004782	HRV-C/JPN/Kumamoto13/2010	2010-XX-XX	Japan	None	None
LC004783	HRV-C/JPN/Kumamoto17/2011	2011-XX-XX	Japan	None	None
LC004784	HRV-C/JPN/Kumamoto18/2011	2011-XX-XX	Japan	None	None
LC004785	HRV-C/JPN/Kumamoto19/2011	2011-XX-XX	Japan	None	None
LC004786	HRV-C/JPN/Kumamoto20/2011	2011-XX-XX	Japan	None	None
LC004787	HRV-C/JPN/Kumamoto21/2011	2011-XX-XX	Japan	None	None
LC004788	HRV-C/JPN/Kumamoto22/2011	2011-XX-XX	Japan	None	None
LC004789	HRV-C/JPN/Kumamoto23/2011	2011-XX-XX	Japan	None	None
LC004790	HRV-C/JPN/Kumamoto23-2/2011	2011-XX-XX	Japan	None	None
LC004791	HRV-C/JPN/Kumamoto25/2011	2011-XX-XX	Japan	None	None
LC004792	HRV-C/JPN/Kumamoto26/2011	2011-XX-XX	Japan	None	None
LC004793	HRV-C/JPN/Kumamoto27/2011	2011-XX-XX	Japan	None	None
LC004794	HRV-C/JPN/Kumamoto28/2011	2011-XX-XX	Japan	None	None
LC004795	HRV-C/JPN/Kumamoto29/2011	2011-XX-XX	Japan	None	None
LC004796	HRV-C/JPN/Kumamoto30/2011	2011-XX-XX	Japan	None	None
LC004797	HRV-C/JPN/Kumamoto31/2011	2011-XX-XX	Japan	None	None
LC004798	HRV-C/JPN/Kumamoto34/2011	2011-XX-XX	Japan	None	None
LC004799	HRV-C/JPN/Kumamoto35/2011	2011-XX-XX	Japan	None	None
LC004800	HRV-C/JPN/Kumamoto39/2012	2012-XX-XX	Japan	None	None
LC004801	HRV-C/JPN/Kumamoto40/2012	2012-XX-XX	Japan	None	None
LC004802	HRV-C/JPN/Kumamoto41/2012	2012-XX-XX	Japan	None	None
LC004803	HRV-C/JPN/Kumamoto42/2012	2012-XX-XX	Japan	None	None
LC004804	HRV-C/JPN/Kumamoto45/2012	2012-XX-XX	Japan	None	None
LC004805	HRV-C/JPN/Kumamoto46/2012	2012-XX-XX	Japan	None	None
LC004806	HRV-C/JPN/Kumamoto48/2012	2012-XX-XX	Japan	None	None
LC004807	HRV-C/JPN/Kumamoto50/2012	2012-XX-XX	Japan	None	None
LC004808	HRV-C/JPN/Kumamoto51/2012	2012-XX-XX	Japan	None	None
LC004809	HRV-C/JPN/Kumamoto52/2012	2012-XX-XX	Japan	None	None
LC004810	HRV-C/JPN/Kumamoto54/2012	2012-XX-XX	Japan	None	None
LC004811	HRV-C/JPN/Kumamoto56/2013	2013-XX-XX	Japan	None	None
LC004812	HRV-C/JPN/Kumamoto57/2012	2012-XX-XX	Japan	None	None
LC004813	HRV-C/JPN/Kumamoto58/2012	2012-XX-XX	Japan	None	None
LC004814	HRV-C/JPN/Kumamoto59/2012	2012-XX-XX	Japan	None	None
LC004815	HRV-C/JPN/Kumamoto60/2012	2012-XX-XX	Japan	None	None
LC004816	HRV-C/JPN/Kumamoto61/2012	2012-XX-XX	Japan	None	None
LC004817	HRV-C/JPN/Kumamoto63/2013	2013-XX-XX	Japan	None	None
LC004818	HRV-C/JPN/Tochigi1/2009	2009-XX-XX	Japan	None	None
LC004819	HRV-C/JPN/Tochigi2/2009	2009-XX-XX	Japan	None	None
LC004820	HRV-C/JPN/Tochigi3/2009	2009-XX-XX	Japan	None	None
LC004821	HRV-C/JPN/Tochigi5/2009	2009-XX-XX	Japan	None	None
LC004822	HRV-C/JPN/Tochigi6/2010	2010-XX-XX	Japan	None	None
LC004823	HRV-C/JPN/Tochigi10/2010	2010-XX-XX	Japan	None	None
LC004824	HRV-C/JPN/Tochigi11/2010	2010-XX-XX	Japan	None	None
LC004825	HRV-C/JPN/Tochigi13/2010	2010-XX-XX	Japan	None	None
LC004826	HRV-C/JPN/Tochigi14/2010	2010-XX-XX	Japan	None	None
LC004827	HRV-C/JPN/Tochigi18/2010	2010-XX-XX	Japan	None	None
LC004828	HRV-C/JPN/Tochigi19/2010	2010-XX-XX	Japan	None	None
LC004829	HRV-C/JPN/Tochigi20/2010	2010-XX-XX	Japan	None	None
LC004830	HRV-C/JPN/Tochigi21/2010	2010-XX-XX	Japan	None	None
LC004831	HRV-C/JPN/Tochigi23/2011	2011-XX-XX	Japan	None	None
LC004832	HRV-C/JPN/Tochigi25/2011	2011-XX-XX	Japan	None	None
LC004833	HRV-C/JPN/Tochigi27/2011	2011-XX-XX	Japan	None	None
LC004834	HRV-C/JPN/Tochigi29/2012	2012-XX-XX	Japan	None	None
LC004835	HRV-C/JPN/Tochigi32/2012	2012-XX-XX	Japan	None	None
LC004836	HRV-C/JPN/Tochigi33/2012	2012-XX-XX	Japan	None	None
LC004837	HRV-C/JPN/Tochigi34/2012	2012-XX-XX	Japan	None	None
LC004838	HRV-C/JPN/Tochigi36/2013	2013-XX-XX	Japan	None	None
LC004839	HRV-C/JPN/Tochigi37/2012	2012-XX-XX	Japan	None	None
LC004840	HRV-C/JPN/Tochigi38/2012	2012-XX-XX	Japan	None	None
LC004841	HRV-C/JPN/Tochigi40/2012	2012-XX-XX	Japan	None	None
LC004842	HRV-C/JPN/Tochigi41/2012	2012-XX-XX	Japan	None	None
LC004843	HRV-C/JPN/Tochigi42/2013	2013-XX-XX	Japan	None	None
LC004844	HRV-C/JPN/Fukui1/2010	2010-XX-XX	Japan	None	None
LC004845	HRV-C/JPN/Fukui2/2010	2010-XX-XX	Japan	None	None
LC004846	HRV-C/JPN/Fukui3/2012	2012-XX-XX	Japan	None	None
LC004847	HRV-C/JPN/Fukui4/2010	2010-XX-XX	Japan	None	None
LC004848	HRV-C/JPN/Fukui5/2010	2010-XX-XX	Japan	None	None
LC004849	HRV-C/JPN/Fukui6/2011	2011-XX-XX	Japan	None	None
LC004850	HRV-C/JPN/Fukui7/2012	2012-XX-XX	Japan	None	None
LC004851	HRV-C/JPN/Fukui8/2012	2012-XX-XX	Japan	None	None
LC004852	HRV-C/JPN/Fukui9/2012	2012-XX-XX	Japan	None	None
LC004853	HRV-C/JPN/Fukui10/2013	2013-XX-XX	Japan	None	None
LC004854	HRV-C/JPN/Fukui11/2013	2013-XX-XX	Japan	None	None
LC004855	HRV-C/JPN/Fukui12/2013	2013-XX-XX	Japan	None	None
LC004856	HRV-C/JPN/Yokohama28/2009	2009-XX-XX	Japan	None	None
LC004857	HRV-C/JPN/Yokohama29/2009	2009-XX-XX	Japan	None	None
LC004858	HRV-C/JPN/Yokohama30/2010	2010-XX-XX	Japan	None	None
LC004859	HRV-C/JPN/Yokohama31/2010	2010-XX-XX	Japan	None	None
LC004860	HRV-C/JPN/Yokohama32/2010	2010-XX-XX	Japan	None	None
LC004861	HRV-C/JPN/Yokohama33/2010	2010-XX-XX	Japan	None	None
LC004862	HRV-C/JPN/Yokohama34/2010	2010-XX-XX	Japan	None	None
LC004863	HRV-C/JPN/Yokohama35/2010	2010-XX-XX	Japan	None	None
LC004864	HRV-C/JPN/Yokohama36/2010	2010-XX-XX	Japan	None	None
LC004865	HRV-C/JPN/Yokohama37/2010	2010-XX-XX	Japan	None	None
LC004866	HRV-C/JPN/Yokohama38/2010	2010-XX-XX	Japan	None	None
LC004867	HRV-C/JPN/Yokohama39/2010	2010-XX-XX	Japan	None	None
LC004868	HRV-C/JPN/Yokohama40/2010	2010-XX-XX	Japan	None	None
LC004869	HRV-C/JPN/Yokohama41/2010	2010-XX-XX	Japan	None	None
LC004870	HRV-C/JPN/Yokohama43/2010	2010-XX-XX	Japan	None	None
LC004871	HRV-C/JPN/Yokohama44/2010	2010-XX-XX	Japan	None	None
LC004872	HRV-C/JPN/Yokohama45/2010	2010-XX-XX	Japan	None	None
LC004873	HRV-C/JPN/Yokohama46/2010	2010-XX-XX	Japan	None	None
LC004874	HRV-C/JPN/Yokohama47/2010	2010-XX-XX	Japan	None	None
LC004875	HRV-C/JPN/Yokohama48/2010	2010-XX-XX	Japan	None	None
LC004876	HRV-C/JPN/Yokohama49/2010	2010-XX-XX	Japan	None	None
LC004877	HRV-C/JPN/Yokohama50/2011	2011-XX-XX	Japan	None	None
LC004878	HRV-C/JPN/Yokohama51/2011	2011-XX-XX	Japan	None	None
LC004879	HRV-C/JPN/Yokohama53/2011	2011-XX-XX	Japan	None	None
LC004880	HRV-C/JPN/Yokohama54/2011	2011-XX-XX	Japan	None	None
LC004881	HRV-C/JPN/Yokohama61/2011	2011-XX-XX	Japan	None	None
LC004882	HRV-C/JPN/Yokohama62/2011	2011-XX-XX	Japan	None	None
LC004883	HRV-C/JPN/Yokohama63/2012	2012-XX-XX	Japan	None	None
LC004884	HRV-C/JPN/Yokohama64/2012	2012-XX-XX	Japan	None	None
LC004885	HRV-C/JPN/Yokohama66/2012	2012-XX-XX	Japan	None	None
LC004886	HRV-C/JPN/Yokohama67/2012	2012-XX-XX	Japan	None	None
LC004887	HRV-C/JPN/Yokohama68/2012	2012-XX-XX	Japan	None	None
LC004888	HRV-C/JPN/Yokohama69/2012	2012-XX-XX	Japan	None	None
LC004889	HRV-C/JPN/Yokohama70/2012	2012-XX-XX	Japan	None	None
LC004890	HRV-C/JPN/Yokohama71/2012	2012-XX-XX	Japan	None	None
LC004891	HRV-C/JPN/Yokohama1/2007	2007-XX-XX	Japan	None	None
LC004892	HRV-C/JPN/Yokohama3/2007	2007-XX-XX	Japan	None	None
LC004893	HRV-C/JPN/Yokohama4/2007	2007-XX-XX	Japan	None	None
LC004894	HRV-C/JPN/Yokohama5/2007	2007-XX-XX	Japan	None	None
LC004895	HRV-C/JPN/Yokohama6/2007	2007-XX-XX	Japan	None	None
LC004896	HRV-C/JPN/Yokohama7/2007	2007-XX-XX	Japan	None	None
LC004897	HRV-C/JPN/Yokohama8/2007	2007-XX-XX	Japan	None	None
LC004898	HRV-C/JPN/Yokohama9/2007	2007-XX-XX	Japan	None	None
LC004899	HRV-C/JPN/Yokohama12/2007	2007-XX-XX	Japan	None	None
LC004900	HRV-C/JPN/Yokohama13/2007	2007-XX-XX	Japan	None	None
LC004901	HRV-C/JPN/Yokohama14/2007	2007-XX-XX	Japan	None	None
LC004902	HRV-C/JPN/Yokohama15/2008	2008-XX-XX	Japan	None	None
LC004903	HRV-C/JPN/Yokohama16/2008	2008-XX-XX	Japan	None	None
LC004904	HRV-C/JPN/Yokohama18/2008	2008-XX-XX	Japan	None	None
LC004905	HRV-C/JPN/Yokohama20/2008	2008-XX-XX	Japan	None	None
LC004906	HRV-C/JPN/Yokohama21/2008	2008-XX-XX	Japan	None	None
LC004907	HRV-C/JPN/Yokohama21-2/2008	2008-XX-XX	Japan	None	None
LC004908	HRV-C/JPN/Yokohama23/2008	2008-XX-XX	Japan	None	None
LC004909	HRV-C/JPN/Yokohama25/2008	2008-XX-XX	Japan	None	None
LC004910	HRV-C/JPN/Yokohama26/2008	2008-XX-XX	Japan	None	None
KM009145	Bl-0912-Grenoble	2012-09-13	France	Homo sapiens	8
KF970862	None	2008-10-01	China	Homo sapiens	None
KF970864	None	2008-10-01	China	Homo sapiens	None
KF970867	None	2008-10-01	China	Homo sapiens	None
KF970872	None	2008-10-01	China	Homo sapiens	None
KF970873	None	2008-10-01	China	Homo sapiens	None
KF970874	None	2008-10-01	China	Homo sapiens	None
KF970876	None	2008-10-01	China	Homo sapiens	None
KF970877	None	2008-10-01	China	Homo sapiens	None
KF970878	None	2008-10-01	China	Homo sapiens	None
KF970879	None	2008-10-01	China	Homo sapiens	None
KF970880	None	2008-10-01	China	Homo sapiens	None
KF970881	None	2008-10-01	China	Homo sapiens	None
KF970883	None	2008-10-01	China	Homo sapiens	None
KF970884	None	2008-10-01	China	Homo sapiens	None
KF970886	None	2008-10-01	China	Homo sapiens	None
KF970888	None	2008-10-01	China	Homo sapiens	None
KF970890	None	2008-10-01	China	Homo sapiens	None
KF970893	None	2008-10-01	China	Homo sapiens	None
KF970895	None	2008-10-01	China	Homo sapiens	None
KF970898	None	2008-10-01	China	Homo sapiens	None
